date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200415,AJK,46,,,,,,,,,,,,,,8096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200416,AJK,46,,,,,,,,,,,,,,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200417,AJK,48,,,,,,,,,,,,,,2317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200418,AJK,48,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,AJK,49,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200420,AJK,50,,,,,,,,,,,,,,1653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200421,AJK,51,,,,,,,,,,,,,,997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,AJK,51,,,,,,,,,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200423,AJK,55,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200424,AJK,55,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200425,AJK,55,,,,,,,,,,,,,,1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,AJK,59,,,,,,,,,,,,,,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200427,AJK,65,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200428,AJK,65,,,,,,,,,,,,,,4002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,AJK,66,,,,,,,,,,,,,,9869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200430,AJK,66,,,,,,,,,,,,,,1717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200501,AJK,66,,,,,,,,,,,,,,4437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200502,AJK,67,,,,,,,,,,,,,,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,AJK,71,,,,,,,,,,,,,,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200504,AJK,71,,,,,,,,,,,,,,7871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200505,AJK,76,,,,,,,,,,,,,,4026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,AJK,76,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200507,AJK,78,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200508,AJK,79,,,,,,,,,,,,,,908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200509,AJK,86,,,,,,,,,,,,,,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,AJK,86,,,,,,,,,,,,,,7791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200511,AJK,86,,,,,,,,,,,,,,3013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200512,AJK,88,,,,,,,,,,,,,,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,AJK,91,,,,,,,,,,,,,,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200514,AJK,105,,,,,,,,,,,,,,4146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200515,AJK,108,,,,,,,,,,,,,,8691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200516,AJK,112,,,,,,,,,,,,,,3551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,AJK,112,,,,,,,,,,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200518,AJK,115,,,,,,,,,,,,,,6506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200519,AJK,133,,,,,,,,,,,,,,1677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,AJK,148,,,,,,,,,,,,,,1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200521,AJK,158,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200522,AJK,171,,,,,,,,,,,,,,1825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200523,AJK,197,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200524,AJK,209,,,,,,,,,,,,,,2092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200525,AJK,211,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200526,AJK,214,,,,,,,,,,,,,,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200527,AJK,219,,,,,,,,,,,,,,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200528,AJK,227,,,,,,,,,,,,,,15825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200529,AJK,234,,,,,,,,,,,,,,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200530,AJK,251,,,,,,,,,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200531,AJK,255,,,,,,,,,,,,,,25185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200601,AJK,271,,,,,,,,,,,,,,3618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200602,AJK,284,,,,,,,,,,,,,,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200603,AJK,285,,,,,,,,,,,,,,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200604,AJK,299,,,,,,,,,,,,,,7282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200605,AJK,331,,,,,,,,,,,,,,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200606,AJK,361,,,,,,,,,,,,,,1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200607,AJK,396,,,,,,,,,,,,,,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200608,AJK,412,,,,,,,,,,,,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200609,AJK,444,,,,,,,,,,,,,,1186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200610,AJK,488,,,,,,,,,,,,,,7803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200611,AJK,534,,,,,,,,,,,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200612,AJK,574,,,,,,,,,,,,,,2299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200613,AJK,604,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200614,AJK,647,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200615,AJK,663,,,,,,,,,,,,,,1624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200616,AJK,703,,,,,,,,,,,,,,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200617,AJK,740,,,,,,,,,,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200618,AJK,769,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200619,AJK,803,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200620,AJK,813,,,,,,,,,,,,,,1695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200621,AJK,845,,,,,,,,,,,,,,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200622,AJK,869,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200623,AJK,892,,,,,,,,,,,,,,3932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200624,AJK,930,,,,,,,,,,,,,,9703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200625,AJK,962,,,,,,,,,,,,,,1710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200626,AJK,1003,,,,,,,,,,,,,,4437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200627,AJK,1027,,,,,,,,,,,,,,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200628,AJK,1049,,,,,,,,,,,,,,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200629,AJK,1065,,,,,,,,,,,,,,7751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200630,AJK,1093,,,,,,,,,,,,,,3984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200701,AJK,1135,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200702,AJK,1160,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200703,AJK,1214,,,,,,,,,,,,,,899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200704,AJK,1288,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200705,AJK,1342,,,,,,,,,,,,,,7770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200706,AJK,1383,,,,,,,,,,,,,,3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200707,AJK,1419,,,,,,,,,,,,,,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,AJK,1459,,,,,,,,,,,,,,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200709,AJK,1485,,,,,,,,,,,,,,4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200710,AJK,1532,,,,,,,,,,,,,,8659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200711,AJK,1564,,,,,,,,,,,,,,3536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,AJK,1599,,,,,,,,,,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200713,AJK,1655,,,,,,,,,,,,,,6478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200714,AJK,1688,,,,,,,,,,,,,,1670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200715,AJK,1771,,,,,,,,,,,,,,1272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200716,AJK,1808,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200717,AJK,1840,,,,,,,,,,,,,,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200718,AJK,1888,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200719,AJK,1915,,,,,,,,,,,,,,2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200720,AJK,1922,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200721,AJK,1937,,,,,,,,,,,,,,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200722,AJK,1961,,,,,,,,,,,,,,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200723,AJK,1989,,,,,,,,,,,,,,15818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200724,AJK,2012,,,,,,,,,,,,,,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200725,AJK,2023,,,,,,,,,,,,,,890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200726,AJK,2034,,,,,,,,,,,,,,25179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200727,AJK,2040,,,,,,,,,,,,,,3596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200728,AJK,2055,,,,,,,,,,,,,,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200729,AJK,2065,,,,,,,,,,,,,,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200730,AJK,2073,,,,,,,,,,,,,,7244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200731,AJK,2084,,,,,,,,,,,,,,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200801,AJK,2086,,,,,,,,,,,,,,1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200802,AJK,2093,,,,,,,,,,,,,,1894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200803,AJK,2097,,,,,,,,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200804,AJK,2105,,,,,,,,,,,,,,1144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200805,AJK,2116,,,,,,,,,,,,,,7497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200806,AJK,2124,,,,,,,,,,,,,,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200807,AJK,2129,,,,,,,,,,,,,,2274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200808,AJK,2134,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200809,AJK,2141,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200810,AJK,2150,,,,,,,,,,,,,,1619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200811,AJK,2157,,,,,,,,,,,,,,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200812,AJK,2164,,,,,,,,,,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200813,AJK,2167,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200814,AJK,2179,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200815,AJK,2181,,,,,,,,,,,,,,1666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200816,AJK,2184,,,,,,,,,,,,,,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200817,AJK,2199,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200818,AJK,2212,,,,,,,,,,,,,,3845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200819,AJK,2219,,,,,,,,,,,,,,9501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200820,AJK,2223,,,,,,,,,,,,,,1710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200821,AJK,2241,,,,,,,,,,,,,,4437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200822,AJK,2245,,,,,,,,,,,,,,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200823,AJK,2254,,,,,,,,,,,,,,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200420,Pakistan,9216,,,,,,,,,,,,,,4437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200421,Pakistan,9771,,,,,,,,,,,,,,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,Pakistan,10513,,,,,,,,,,,,,,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200423,Pakistan,11155,,,,,,,,,,,,,,7279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200424,Pakistan,11940,,,,,,,,,,,,,,3842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200425,Pakistan,12723,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,Pakistan,13328,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200427,Pakistan,14079,,,,,,,,,,,,,,882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200428,Pakistan,14885,,,,,,,,,,,,,,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,Pakistan,15827,,,,,,,,,,,,,,7723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200430,Pakistan,16817,,,,,,,,,,,,,,2980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200501,Pakistan,18114,,,,,,,,,,,,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200502,Pakistan,19103,,,,,,,,,,,,,,744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,Pakistan,20186,,,,,,,,,,,,,,4024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200504,Pakistan,21501,,,,,,,,,,,,,,8648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200505,Pakistan,22550,,,,,,,,,,,,,,3523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,Pakistan,24073,,,,,,,,,,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200507,Pakistan,25837,,,,,,,,,,,,,,6463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200508,Pakistan,27474,,,,,,,,,,,,,,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200509,Pakistan,29465,,,,,,,,,,,,,,1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,Pakistan,30941,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200511,Pakistan,32081,,,,,,,,,,,,,,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200512,Pakistan,34336,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,Pakistan,35788,,,,,,,,,,,,,,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200514,Pakistan,37218,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200515,Pakistan,38799,,,,,,,,,,,,,,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200516,Pakistan,40151,,,,,,,,,,,,,,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,Pakistan,42125,,,,,,,,,,,,,,15800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200518,Pakistan,43966,,,,,,,,,,,,,,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200519,Pakistan,45898,,,,,,,,,,,,,,847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,Pakistan,48091,,,,,,,,,,,,,,25172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200521,Pakistan,50694,,,,,,,,,,,,,,3539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200522,Pakistan,52437,,,,,,,,,,,,,,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200523,Pakistan,54601,,,,,,,,,,,,,,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200524,Pakistan,56349,,,,,,,,,,,,,,7209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200525,Pakistan,57705,,,,,,,,,,,,,,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200526,Pakistan,59151,,,,,,,,,,,,,,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200527,Pakistan,61392,,,,,,,,,,,,,,1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200528,Pakistan,64028,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200529,Pakistan,66457,,,,,,,,,,,,,,1092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200530,Pakistan,69496,,,,,,,,,,,,,,7016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200531,Pakistan,72460,,,,,,,,,,,,,,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200601,Pakistan,76332,,,,,,,,,,,,,,2218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200602,Pakistan,80576,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200603,Pakistan,84353,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200604,Pakistan,89249,,,,,,,,,,,,,,1596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200605,Pakistan,93983,,,,,,,,,,,,,,956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200606,Pakistan,98943,,,,,,,,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200607,Pakistan,103671,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200608,Pakistan,108317,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200609,Pakistan,113702,,,,,,,,,,,,,,1627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200610,Pakistan,119536,,,,,,,,,,,,,,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200611,Pakistan,125933,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200612,Pakistan,132405,,,,,,,,,,,,,,3765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200613,Pakistan,139230,,,,,,,,,,,,,,9356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200614,Pakistan,144478,,,,,,,,,,,,,,1691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200615,Pakistan,148921,,,,,,,,,,,,,,4432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200616,Pakistan,154760,,,,,,,,,,,,,,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200617,Pakistan,160118,,,,,,,,,,,,,,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200618,Pakistan,165062,,,,,,,,,,,,,,7206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200619,Pakistan,171666,,,,,,,,,,,,,,3840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200620,Pakistan,176617,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200621,Pakistan,181088,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200622,Pakistan,185034,,,,,,,,,,,,,,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200623,Pakistan,188926,,,,,,,,,,,,,,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200624,Pakistan,192970,,,,,,,,,,,,,,7714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200625,Pakistan,195745,,,,,,,,,,,,,,2975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200626,Pakistan,198883,,,,,,,,,,,,,,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200627,Pakistan,202955,,,,,,,,,,,,,,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200628,Pakistan,206491,,,,,,,,,,,,,,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200629,Pakistan,209337,,,,,,,,,,,,,,8638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200630,Pakistan,213470,,,,,,,,,,,,,,3515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200701,Pakistan,217809,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200702,Pakistan,221896,,,,,,,,,,,,,,6457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200703,Pakistan,225283,,,,,,,,,,,,,,1654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200704,Pakistan,228474,,,,,,,,,,,,,,1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200705,Pakistan,231818,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200706,Pakistan,234509,,,,,,,,,,,,,,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200707,Pakistan,237489,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,Pakistan,240848,,,,,,,,,,,,,,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200709,Pakistan,243599,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200710,Pakistan,246351,,,,,,,,,,,,,,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200711,Pakistan,248856,,,,,,,,,,,,,,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,Pakistan,251625,,,,,,,,,,,,,,15790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
